Taxa,Area,B_glucan,Circularity,Diameter,DTH,Fe,FLA,FLH,GpS,GWS,GY,HW,Length,Length_Wid,PdH,PdL,Perimeter,PH,Protein,SL,TKW,width,Zn
G161,19.76787,6.392695,1.855558,4.97196,75.638,31.11023,21.971841,61.46982,62.00144,1.7339604,1.6003198,57.16646,9.699132,3.250769,68.21083,6.012408,26.69314,74.90681,14.57146,6.756604,27.91567,3.06116,34.3697
G162,22.85653,6.130644,1.881346,5.359704,70.64779,31.58777,32.191064,67.21545,61.18503,2.4474166,1.3206783,63.00662,10.465359,3.277287,70.99592,4.81486,28.99358,80.11124,14.622,9.104368,33.59612,3.264693,32.61605
G163,21.88774,6.783622,1.801319,5.273243,73.47166,31.2145,23.7522,71.55587,70.46959,2.5745648,0.7860916,59.65882,10.004709,3.122483,74.2731,2.45691,27.8051,82.50111,14.3721,8.205982,31.9686,3.265593,33.02414
G164,20.38232,6.764842,1.755086,5.068948,71.95915,30.90831,26.661727,66.30484,58.29611,2.0885905,1.4390753,59.98644,9.484081,3.0169,75.56579,8.983517,26.34301,82.97737,14.3052,7.066504,27.21121,3.214974,31.44476
G165,21.59656,7.699678,2.060181,5.148361,79.49118,31.16592,20.692863,63.79653,55.34193,1.6713817,0.9791902,53.14519,10.941479,3.498997,66.90631,2.201525,29.13032,74.29566,14.46842,7.088231,25.28963,3.121488,35.6226
G166,24.44135,6.410833,1.697628,5.538147,68.68445,32.47306,24.307626,70.19294,50.36325,2.0974676,1.5323464,60.92419,10.082036,2.842238,87.61948,17.87512,28.44229,95.08788,14.79065,7.202533,31.16504,3.614706,36.54093
G167,24.13836,8.119089,1.743705,5.535935,77.8856,30.92507,24.866962,70.65067,74.68777,3.2124915,1.504177,59.7374,10.296842,2.915596,79.86839,8.844461,28.66822,87.68676,14.2586,7.625519,32.82935,3.590442,34.65741
G168,25.39961,6.27503,1.693911,5.674618,70.268,31.68664,11.323176,76.63533,25.52995,1.1780331,0.9217508,60.26949,10.267431,2.84404,88.93275,12.32332,28.90336,98.02806,14.66721,8.992538,34.15964,3.708826,32.81941
G169,19.99307,7.467543,1.913999,5.058072,76.44279,27.97714,19.155213,68.31444,56.02415,1.7773023,1.3711346,53.99611,10.072526,3.310542,72.94294,5.136088,27.68502,79.61651,13.64962,6.599387,28.25787,3.069915,32.86636
G170,25.55701,6.013496,1.832147,6.093302,75.50497,31.62499,13.23467,73.7035,34.93477,1.5389999,0.8167788,63.11998,10.86236,3.068525,83.79644,9.12039,32.64198,90.50752,14.349,6.629657,36.66313,3.545069,33.68466
G171,18.1033,7.032297,1.768551,4.751204,72.48581,34.74225,11.59995,62.62891,50.05198,1.3514868,1.9242277,62.47181,8.928587,2.966162,66.69438,4.443474,24.94462,72.30809,15.45275,5.324568,27.23177,3.087005,30.39907
G172,18.07362,6.585018,1.602489,4.784921,77.43858,32.4404,9.689466,61.85251,56.26969,1.7518779,0.9454593,60.05917,8.394611,2.674083,64.27721,2.454663,23.76161,68.39679,14.29691,3.832363,29.82921,3.185466,29.60134
G173,18.98188,4.800542,1.768515,4.870807,75.44577,35.15962,10.731471,58.1636,67.48029,1.8508918,1.3544518,57.22138,9.055391,3.085603,64.43244,5.196839,25.37085,72.22269,14.88423,7.791992,24.35453,3.037783,30.13613
G174,22.56185,8.295057,1.723745,5.409988,74.00888,29.44156,21.361142,73.16569,55.18601,2.3420927,1.362925,60.27507,9.9427,3.004551,80.18096,7.025315,27.92853,87.82996,13.99662,7.421818,34.30305,3.384915,35.04743
G175,24.94921,5.890958,1.637943,5.798554,75.60421,36.60878,9.429774,57.42423,37.82084,1.688697,1.1577951,63.704,10.519536,2.712411,77.21234,20.23261,29.5209,85.56314,15.53479,8.465933,33.99439,3.650233,31.72419
G176,22.56311,5.812361,1.54782,5.323252,76.89132,32.60298,9.033384,67.47398,22.88566,1.0389203,1.4225575,63.99889,9.294368,2.592881,67.16071,-0.1126821,26.3441,76.12082,14.69559,8.662966,32.51631,3.601848,31.60084
G177,27.20277,5.95211,1.789895,5.878196,76.61087,31.49399,20.801916,72.68295,22.62365,1.1214753,0.9038894,62.15934,11.18817,2.981655,80.03474,7.17438,31.0506,88.79844,14.11317,8.576435,38.58517,3.757612,31.50563
G179,18.07656,7.865561,1.732469,4.791927,72.25947,33.23442,19.296348,66.91566,52.42742,1.4480823,1.0675208,65.30201,8.886439,2.991184,78.84118,12.23189,24.61185,86.95072,14.94571,7.625681,28.07894,3.013955,37.68086
G180,27.30487,6.723511,1.670265,5.942282,70.85143,39.2052,23.492157,79.89293,25.71743,1.3451746,1.0747149,60.31672,10.517143,2.567111,78.42168,-0.4440764,30.44992,86.9393,15.58763,8.352199,35.12912,4.077154,35.58078
G181,25.69306,6.691976,1.79063,5.747216,76.47775,32.48386,8.22871,64.70172,18.94358,0.7681856,1.2088732,59.30767,10.757573,2.906475,64.8266,-0.3884075,30.32107,73.3271,14.80314,8.828466,36.3319,3.773112,33.16797
G182,29.84108,6.408522,1.808797,6.147806,80.05053,32.74143,13.477308,65.24283,26.63941,1.3963469,1.8305745,62.03904,11.413017,2.925601,68.91033,4.726497,32.48867,77.07043,14.734,8.542259,35.04555,3.99632,33.89948
G183,28.66612,5.463374,1.569365,6.039071,78.34866,34.29744,12.006606,69.30803,26.3305,1.3269407,1.1452522,61.70728,10.383785,2.526426,66.3925,-2.66837,29.84119,74.30461,15.01318,7.43796,36.76409,4.186416,32.05279
G184,26.33494,5.027284,1.633017,5.766594,76.54369,30.93715,6.569379,64.26284,26.27096,1.185626,1.1065294,61.01137,10.287842,2.693064,62.91516,-1.773676,29.37732,72.18975,14.29183,9.410256,33.92273,3.929266,29.29826
G186,25.95314,6.571778,1.748062,5.930579,81.26204,29.58871,23.930466,69.6433,38.77266,1.6903099,0.8523449,58.41921,11.212639,2.81238,69.61978,-0.2706936,30.90113,79.84159,13.61414,9.927356,34.61755,3.656931,30.11119
G187,28.70198,5.714142,1.980646,6.036732,75.02923,31.34295,8.496371,72.07019,21.12345,0.8703602,1.0707192,54.87838,12.183297,3.257483,73.42533,0.2489418,33.44189,82.08306,14.46064,8.775254,33.24552,3.798424,30.71533
G188,21.37451,5.285506,1.835528,5.203486,68.47132,32.42143,25.872509,57.16023,47.95737,1.7591985,1.1980005,59.90767,9.96991,3.117611,59.56157,3.2292,27.67685,66.94433,14.64436,7.657663,34.03856,3.262154,30.7595
G190,19.85955,5.619417,1.992377,5.02148,67.93143,27.74194,16.697362,57.38776,58.37464,1.8916362,1.262461,54.56875,10.195283,3.423029,66.12437,9.315458,27.74316,73.31599,13.86228,7.201035,28.80045,3.04517,29.41641
G191,21.43564,6.799656,2.066686,5.253792,76.3967,29.24119,12.247874,61.36713,51.88813,1.7988907,0.8034306,49.71997,10.847702,3.524966,65.48682,4.131635,29.65986,73.06402,14.3807,7.901876,24.96987,3.132516,30.71411
G192,23.36046,5.46035,2.125035,5.431245,67.66418,30.4395,15.008643,51.55302,51.20786,1.8606944,1.1004045,60.04203,11.37641,3.579611,62.91878,11.46939,31.11379,70.71885,14.10957,7.549591,31.76417,3.259422,28.71848
G194,23.76612,5.369216,2.334997,5.447531,75.07603,28.43157,14.893202,59.01235,49.06914,1.2925146,0.7652405,54.46471,12.073518,3.95908,59.38559,0.4030041,32.74393,66.58105,13.90867,7.248529,29.23725,3.155114,28.9923
G195,21.00274,7.255513,1.883481,5.136261,76.36424,28.73162,15.537702,70.45972,59.76564,2.1983802,1.6282044,58.16218,10.012413,3.251155,73.99132,3.402695,27.89765,80.05435,14.15326,6.385795,30.60386,3.238805,35.52557
G196,20.76239,6.798802,1.829794,5.128021,63.62105,31.1835,12.249335,55.64925,43.85805,1.519728,1.4797875,60.13228,9.941516,3.136928,63.19108,7.868455,27.21766,69.94142,14.52992,7.123227,30.12359,3.212551,32.27452
G198,21.64197,6.438916,2.449958,5.235597,75.74165,27.12385,29.945135,64.19868,51.18148,1.2207917,1.1518038,54.28723,11.879006,4.180984,72.75049,8.240737,32.32386,80.86355,13.74902,8.844978,31.20355,2.923927,31.95997
G199,22.95815,6.456526,1.732457,5.399856,72.78571,28.90077,26.796559,55.5577,48.95644,2.0134043,1.5135928,60.38532,9.936948,2.92355,65.6728,9.656574,27.98258,75.12057,13.81049,9.275213,35.48084,3.492713,30.20608
G200,21.84498,6.38925,1.923566,5.345977,66.0267,32.50563,21.044404,60.79199,52.34135,1.6527486,1.1192635,59.86321,11.012851,3.223526,65.47332,4.092642,29.33287,71.69528,14.73175,6.379219,33.92464,3.153366,32.28657
G201,22.24142,6.130673,1.928618,5.318363,74.02371,33.22676,11.2753,66.32145,51.56444,1.9585148,1.1416103,61.54811,10.546734,3.263775,67.06008,0.5869676,29.01188,74.84405,14.59973,7.795738,35.56369,3.302792,30.01627
G202,29.00766,7.670042,1.735829,6.094611,71.60002,32.21251,16.417446,60.71171,21.87926,1.2347053,1.8444639,62.23074,11.330586,3.054446,60.62398,0.193514,31.6747,68.47291,14.59852,7.749215,38.18103,3.782017,35.26265
G203,18.58091,6.935053,1.722607,4.868355,65.90542,30.1025,19.117736,64.14416,47.813,1.4640067,1.1693227,61.21635,9.029147,2.977492,69.28332,5.261146,25.32272,77.1509,14.34515,7.785833,30.62074,3.066323,33.72801
G204,19.93747,5.428825,1.690758,5.030622,81.86876,33.26649,9.935582,69.12589,30.72254,0.9162509,1.0769549,59.3055,9.077897,2.919737,64.50152,-4.47074,25.62609,72.9946,15.09261,8.420604,27.62674,3.226494,33.54671
G205,21.7835,6.635016,1.540289,5.268926,75.69949,31.77446,8.348408,67.24105,26.16615,1.1560155,1.239021,65.86011,9.024608,2.530618,66.58812,0.1327725,25.69746,73.9672,14.26944,7.616059,35.09108,3.602583,32.42636
G206,21.31375,7.110462,1.793369,5.211354,68.46979,30.8331,17.691544,63.01229,58.86617,2.0879807,1.1608015,61.9853,9.924662,3.078695,71.39917,9.68407,27.27818,79.55627,14.53585,7.875625,29.83341,3.24997,33.56209
G207,25.59333,6.160082,1.6715,5.6992,72.64347,33.49904,14.968537,64.42714,27.53729,1.2111914,0.6718823,63.74998,10.260325,2.837596,72.6086,7.508496,29.02624,82.25868,15.04211,9.506038,39.60296,3.699474,35.76031
G208,22.49594,5.406344,1.886789,5.372135,62.7253,33.03025,20.336471,55.14101,46.34363,1.8062973,1.1615179,60.45453,10.516309,3.204381,65.26874,9.354876,29.16107,72.24419,14.86836,6.629447,32.34715,3.328348,30.07152
G211,28.31159,5.1522,1.654749,5.94012,75.70742,37.2509,20.561785,58.10209,19.15354,1.1236341,1.3328994,51.99373,10.628721,2.729614,62.25229,5.063399,30.07494,69.88727,15.68031,7.414994,35.47301,3.984526,32.95234
G212,22.00162,6.712403,2.129734,5.256014,70.38992,30.21201,19.804134,64.32067,45.11256,1.3555238,1.328738,54.71406,11.076034,3.685865,71.27098,6.660961,30.06216,77.34373,13.91614,5.623464,27.33016,3.10546,30.1907
G213,22.76205,6.514625,1.905516,5.383551,72.50451,29.82902,24.664936,63.88365,56.10008,2.1371008,1.0433345,58.89897,10.562133,3.378398,70.82803,7.296186,29.24649,78.86993,14.43958,7.815695,30.70181,3.194276,32.60804
G214,22.66022,5.708971,1.995977,5.284967,65.27784,29.39839,21.292186,52.46878,46.0134,1.5715653,1.3168216,58.46915,10.786099,3.382992,57.69362,5.789023,29.33236,63.89596,13.94228,6.449131,30.41834,3.241367,29.54591
G215,23.49388,6.791237,1.96037,5.46994,75.21879,34.63321,15.691573,68.65179,48.06094,1.8330381,1.1699276,58.12645,11.01163,3.395494,73.00448,4.969698,30.05911,79.61326,14.89866,6.459924,34.60554,3.304381,30.75887
G216,25.42057,6.518639,1.727269,5.670054,67.09175,35.67594,11.850575,60.58011,23.24914,1.1317217,1.2158076,68.35863,10.469347,2.95077,70.24378,9.900305,29.47923,78.70456,15.3306,8.052122,43.06479,3.641543,37.83997
G217,22.00663,6.643103,1.714461,5.30599,79.32371,33.40038,13.110585,67.28604,24.39884,0.8981366,0.9349951,61.99406,9.816757,2.85885,62.73263,-3.74004,27.265,71.25202,14.76136,8.617041,29.63196,3.46545,35.87079
G218,21.11602,6.535928,1.907438,5.138154,66.27725,30.30929,18.167546,55.49583,54.19015,1.8161735,1.4765232,60.97163,10.138974,3.278796,60.67107,5.525349,27.7983,68.43878,14.37242,7.795147,29.86127,3.169839,31.66766
G219,22.68511,8.031489,1.548018,5.392903,77.49818,36.11046,9.469629,68.95683,31.9756,1.3746267,1.1868109,66.84365,9.275171,2.58162,67.25352,-2.193142,26.51294,75.07213,15.38141,7.794893,31.34491,3.622525,37.51103
G220,23.01147,7.956206,1.685611,5.364311,78.05832,31.79606,15.523964,67.73385,32.02394,1.4209059,1.092395,59.84505,9.819889,2.86443,61.75082,-6.909567,27.45325,70.12959,14.68717,8.446437,30.19346,3.49136,37.40447
G221,21.79953,6.245915,1.704954,5.40363,79.52438,34.9623,10.580921,70.65268,31.1309,1.1328157,1.124222,62.6015,9.40176,2.965758,67.76062,-4.319289,27.5241,77.32192,15.29311,9.362726,31.88991,3.326852,31.82509
G222,26.62316,5.990401,1.777018,5.817586,69.03605,30.54461,16.937363,56.79312,34.81139,1.56941,1.1001452,64.04077,10.966847,3.011781,57.4585,0.9846938,30.4387,66.90565,14.24608,9.545671,37.08031,3.689472,31.80986
