germplasmName	CROP	CROSS/ENTRY	PLT_SOURCE	SELECTION_HISTORY	SN	Sample BC
ba5a61e8d6f7	Durum wheat	GRS011-0197	21140248	GRS011-0197-3M-1M	2100911	GWP2100911
ba5dae0d36c2	Durum wheat	GRS011-0261	2115012	GRS011-0261 1T-3A-0A-1M-2M	2101465	GWP2101465
ba5f0465d181	Bread wheat	GRSW170056	Repl-24	GRS18-7002-3SB-M1-AN1	2100360	GWP2100360
ba7fed43d6aa	Durum wheat	GRS011-0253	21140324	GRS011-0253 1T-1A-0A-1M-4M	2100998	GWP2100998
ba8bd78eb13d	Durum wheat	GRS011-470	21140447	GRS011-470 1T-4A-0A-2M-1M	2101200	GWP2101200
bac46721335a	Bread wheat	GRSW170062	21120102	GRSW170062-M0-M0-M1-M5	2100421	GWP2100421
bb18574c0cfd	Durum wheat	GRS011-0132	21140130	GRS011-0132 1T-2A-0A-1M-1M	2100725	GWP2100725
bb4c90050512	Durum wheat	GRS011-0257	21260360	GRS011-0257 1T-2A-0A-1M-2SEA	2101676	GWP2101676
bbc5f9dc720b	Bread wheat	GRSW170084	21120137	GRSW170084-M0-M0-M3-M2	2100528	GWP2100528
bc4c08c4c041	Bread wheat	GRSW170084	21120137	GRSW170084-M0-M0-M3-M5	2100531	GWP2100531
bc4eea161abf	Durum wheat	GRS011-0276	21260401	GRS011-0276 1T-3A-0A-2M-6SEA	2101732	GWP2101732
bc50a82f79e4	Durum wheat	GRS011-0257	21140353	GRS011-0257 1T-1A-0A-1M-1M	2101056	GWP2101056
bc5ccc74fd45	Durum wheat	GRS011-0138	21260138	GRS011-0138 1T-2A-0A-1M-1SEA	2101537	GWP2101537
bc8fef6c6cae	Durum wheat	GRS011-034	21140046	GRS011-034 1T-1A-0A-1M-2M	2100648	GWP2100648
bcc30cb1067d	Durum wheat	GRS011-470	21140446	GRS011-470 1T-4A-0A-1M-3M	2101197	GWP2101197
bcc9a6a92169	Bread wheat	TCI19-7005	2111015	TCI19-7005-M2-M2	2100118	GWP2100118
bd2334435f53	Durum wheat	GRS011-0283	2115018	GRS011-0283 1T-2A-0A-2M-1M	2101470	GWP2101470
bd27765ac1ee	Durum wheat	GRS011-358	21140464	GRS011-358 1T-1A-0A-1M-1M	2101215	GWP2101215
bd3a0094892a	Bread wheat	GRSW170040	21120060	GRSW170040-M0-M0-M1-M2	2100292	GWP2100292
bd9b1dfcd47a	Durum wheat	GRS011-062	21140053	GRS011-062 1T-2A-0A-3M-2M	2100669	GWP2100669
bdbe53d0c226	Bread wheat	-	2113008	1504027-M0-1603016-M0-18070042-M0-20130007-M1-M1	2100541	GWP2100541
bdc5855d6265	Bread wheat	GRS18-7001	21120023	GRS18-7001-8SB-M2-M1	2100210	GWP2100210
bdc830476ff2	Durum wheat	GRS011-085	21140493	GRS011-085-2M-1M	2101237	GWP2101237
bdd69814eb28	Bread wheat	GRS011-0277	21140413	GRS011-0277-1M-1M	2101157	GWP2101157
bdd879d49fa2	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M3	2100050	GWP2100050
bdea9ea96fb9	Bread wheat	TCI19-7006	2111019	TCI19-7006-M1-M1	2100140	GWP2100140
be1a398f007c	Durum wheat	GRS011-037	21140048	GRS011-037-1M-2M	2100659	GWP2100659
be43706cbc65	Bread wheat	GRSW170057	21120099	GRSW170057-M0-M0-M1-M4	2100400	GWP2100400
be6c39f6ddb3	Bread wheat	GRS18-7001	21120025	GRS18-7001-9SB-M1-M1	2100216	GWP2100216
be84ff0e2c03	Durum wheat	GRS011-0191	21260231	GRS011-0191-1M-1SEA	2101576	GWP2101576
beb2e939e7ea	Durum wheat	GRS011-462	21260573	GRS011-462-1M-1SEA	2101842	GWP2101842
becd84d209b7	Durum wheat	GRS011-0197	21140248	GRS011-0197-3M-2M	2100912	GWP2100912
bed84e1d5e90	Durum wheat	GRS011-0132	21260130	GRS011-0132 1T-2A-0A-1M-1SEA	2101530	GWP2101530
bf2b739ef871	Durum wheat	GRS011-0112	21140114	GRS011-0112 1T-3A-0A-1M-2M	2100711	GWP2100711
bf720a396637	Durum wheat	MMVT21-26	Repl-63	ICD12-0074-0TR-3TR-0STR-2T-0STR-0TR-1STR-0AREC	2100458	GWP2100458
bf85167dc646	Durum wheat	GRS011-019	21140491	GRS011-019-1M-1M	2101234	GWP2101234
bfa827b66ca3	Bread wheat	-	2113038	1504030-M0-1603073-M0-18070109-M0-20130021-M2-M4	2100607	GWP2100607
bfc61ab23414	Durum wheat	GRS011-424	21140482	GRS011-424 1T-1A-0A-2M-1M	2101227	GWP2101227
c017f0a9bdce	Bread wheat	TCI19-7007	2111022	TCI19-7007-M0-M3	2100170	GWP2100170
c02f2e66ebf4	Durum wheat	MMVT21-22	Repl-47	ICDTR(f2)14-0289-0ST-010TR-0ST-4TR-0ST-2TR-0STR-0AREC	2100442	GWP2100442
c046ed866601	Durum wheat	GRS011-458	21260562	GRS011-458-1M-1SEA	2101824	GWP2101824
c09c59b1b728	Durum wheat	GRS011-0150	21140150	GRS011-0150 1T-2A-0A-2M-1M	2100758	GWP2100758
c15401603ca6	Durum wheat	GRS011-0197	21140258	GRS011-0197 1T-4A-0A-3M-1M	2100927	GWP2100927
c1952ed8fc40	Durum wheat	GRS011-0217	21260520	GRS011-0217 1T-2A-0A-1M-1SEA	2101798	GWP2101798
c1ab37f6792c	Durum wheat	GRS011-0179	21140189	GRS011-0179 1T-1A-0A-1M-1M	2100781	GWP2100781
c219d0683dab	Durum wheat	GRS011-465	21140555	GRS011-465-1M-1M	2101353	GWP2101353
c21e0ff43227	Bread wheat	GRS011-0277	21140416	GRS011-0277 1T-1A-0A-2M-2M	2101172	GWP2101172
c22fdf9fcca2	Durum wheat	GRS011-0190	21140224	GRS011-0190 1T-3A-0A-1M-2M	2100850	GWP2100850
c23582d2cd40	Bread wheat	GRS18-7001	21120009	GRS18-7001-3SB-M3-M1	2100196	GWP2100196
c2915b23d8b7	Durum wheat	GRS011-0262	21260374	GRS011-0262 1T-1A-0A-2M-3SEA	2101699	GWP2101699
c2c277d3bdde	Bread wheat	GRS011-0227	21140293	GRS011-0227 1T-1A-0A-3M-1M	2100962	GWP2100962
c2f8304c5361	Durum wheat	GRS011-462	21140564	GRS011-462 1T-1A-0A-1M-4M	2101394	GWP2101394
c32bad9b1bea	Bread wheat	GRSW170084	21120137	GRSW170084-M0-M0-M3-M3	2100529	GWP2100529
c3378f1b3b4e	Durum wheat	GRS011-0194	21140238	GRS011-0194 1T-3A-0A-1M-2M	2100888	GWP2100888
c35cef5208ce	Durum wheat	GRS011-0263	21140382	GRS011-0263 1T-1A-0A-1M-1M	2101108	GWP2101108
c39986298143	Durum wheat	GRS011-0197	21140507	GRS011-0197 1T-3A-0A-1M-2M	2101262	GWP2101262
c3c0c58af7b3	Durum wheat	GRS011-0257	21140534	GRS011-0257-1M-1M	2101303	GWP2101303
c406028140ab	Durum wheat	GRS011-083	21140086	GRS011-083 1T-3A-0A-2M-1M	2100682	GWP2100682
c40c2f3a9c1b	Durum wheat	Louiza	-	-	2100376	GWP2100376
c4189f2a4292	Durum wheat	GRS011-0189	21140498	GRS011-0189-1M-2M	2101246	GWP2101246
c41d67889577	Durum wheat	GRS011-0257	21140356	GRS011-0257 1T-2A-0A-2M-2M	2101060	GWP2101060
c42519c0ab1a	Bread wheat	GRS18-7001	21120017	GRS18-7001-6SB-M2-M1	2100204	GWP2100204
c441ac99d198	Durum wheat	GRS011-465	21140556	GRS011-465-2M-2M	2101360	GWP2101360
c45399020c23	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M10	2100068	GWP2100068
c458e8382ce2	Durum wheat	GRS011-373	21260467	GRS011-373 1T-1A-0A-2M-1SEA	2101784	GWP2101784
c45d2c694535	Durum wheat	GRS011-0238	21140304	GRS011-0238 1T-2A-0A-2M-1M	2100974	GWP2100974
c4708e8776db	Bread wheat	GRSW170053	Repl-19	GRS18-7001-8SB-M3-AN1	2100355	GWP2100355
c4809d46e2c2	Durum wheat	GRSW170070	21120107	GRSW170070-M0-M0-M1-M3	2100432	GWP2100432
c48a4f117f6d	Durum wheat	GRSW170021	21120053	GRSW170021-M0-M0-M1-M1	2100286	GWP2100286
c4b56b4e8e05	Bread wheat	GRSW170079	21120124	GRSW170079-M0-M0-M1-M1	2100475	GWP2100475
c4e393f3f7ad	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M2	2100154	GWP2100154
c50a90741b2d	Durum wheat	GRS011-439	21140600	GRS011-439 1T-1A-0A-2M-2M	2101444	GWP2101444
c518063db4d2	Bread wheat	TCI19-7004	2111013	TCI19-7004-M0-M4	2100116	GWP2100116
c5220a678720	Bread wheat	GRS18-7002	21120036	GRS18-7002-4SB-M1-M2	2100234	GWP2100234
c5387e596163	Durum wheat	GRS011-458	21140562	GRS011-458-1M-1M	2101382	GWP2101382
c58c877cdc7b	Durum wheat	GRS011-013	21140009	GRS011-013 1T-3A-0A-1M-2M	2100612	GWP2100612
c5be6d80f121	Durum wheat	GRS011-373	21260467	GRS011-373 1T-1A-0A-2M-3SEA	2101788	GWP2101788
c5bfe0421759	Bread wheat	GRSW170057	21120100	GRSW170057-M0-M0-M2-M3	2100407	GWP2100407
c5d61885e690	Durum wheat	GRS011-0185	21140211	GRS011-0185 1T-1A-0A-3M-4M	2100820	GWP2100820
c5dc809385e6	Durum wheat	GRS011-0253	21260325	GRS011-0253 1T-1A-0A-2M-2SEA	2101635	GWP2101635
c624925f78b1	Bread wheat	GRS18-7005	21120044	GRS18-7005-4SB-M1-M3	2100245	GWP2100245
c643a053be7c	Durum wheat	GRS011-0195	21140241	GRS011-0195 1T-2A-0A-2M-4M	2100900	GWP2100900
c650daaf9a7a	Durum wheat	GRS011-0253	21140329	GRS011-0253 1T-1A-0A-1M-1M	2101009	GWP2101009
c655e218b6f0	Durum wheat	GRS011-458	21260560	GRS011-458 1T-2A-0A-1M-1SEA	2101818	GWP2101818
c67544a7c065	Durum wheat	GRS011-0191	21140230	GRS011-0191 1T-2A-0A-3M-2M	2100866	GWP2100866
c69876f3ab5f	Durum wheat	GRSW170080	21120127	GRSW170080-M0-M0-M2-M5	2100488	GWP2100488
c6b5056f12e7	Bread wheat	GRSW170056	21120098	GRSW170056-M0-M0-M3-M2	2100395	GWP2100395
c6de52861667	Durum wheat	GRS011-0257	21260531	GRS011-0257 1T-1A-0A-2M-1SEA	2101802	GWP2101802
c7060c46a922	Durum wheat	GRS011-0191	21140231	GRS011-0191-1M-4M	2100874	GWP2100874
c70f8050fe72	Durum wheat	Louiza	-	-	2101692	GWP2101692
c71a5e7fdd9c	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M5	2100157	GWP2100157
c74b818b6083	Durum wheat	GRS011-465	21140558	GRS011-465 1T-1A-0A-1M-2M	2101369	GWP2101369
c79b4bff272e	Durum wheat	GRS011-0104	21260104	GRS011-0104 1T-2A-0A-2M-2SEA	2101520	GWP2101520
c7a79aa980ab	Durum wheat	GRS011-465	21140554	GRS011-465 1T-3A-0A-1M-1M	2101347	GWP2101347
c83fd250435a	Durum wheat	GRS011-395	21140475	GRS011-395 1T-2A-0A-1M-1M	2101223	GWP2101223
c84b8f1895f3	Bread wheat	GRSW170047	21120070	GRSW170047-M0-M0-M1-M7	2100326	GWP2100326
c86142a08371	Durum wheat	GRS011-0253	21140327	GRS011-0253-1M-3M	2101003	GWP2101003
c88b740b54a0	Durum wheat	GRS011-0261	2115013	GRS011-0261 1T-3A-0A-2M-1M	2101466	GWP2101466
c8a9a8b183f0	Durum wheat	GRS011-0150	21140151	GRS011-0150-1M-3M	2100762	GWP2100762
c8d1e41507db	Durum wheat	GRS011-0256	21140350	GRS011-0256-1M-2M	2101051	GWP2101051
c8e24bc26a8b	Bread wheat	-	2113038	1504030-M0-1603073-M0-18070109-M0-20130021-M2-M2	2100605	GWP2100605
c8e9ab4c0ad8	Durum wheat	GRS011-0253	21140325	GRS011-0253 1T-1A-0A-2M-1M	2100999	GWP2100999
c9008e8a1e42	Durum wheat	GRS11-498	21140158	GRS011-498 1T-1A-0A-3M-1M	2100768	GWP2100768
c9314bd8fea7	Durum wheat	GRSW170076	21120120	GRSW170076-M0-M0-M1-M2	2100463	GWP2100463
c933e6d082e1	Bread wheat	GRSW170083	Repl-31	GRSW170083-M0-M0-M1-AN1	2100373	GWP2100373
c93b2795bc93	Durum wheat	MMVT21-30	Repl-67	Taghouti	2100472	GWP2100472
c960c5e6c8ad	Durum wheat	GRS011-0250	21140525	GRS011-0250-2M-4M	2101293	GWP2101293
c96c8d0c2b69	Bread wheat	GRS011-0277	21140414	GRS011-0277-2M-3M	2101164	GWP2101164
c99de3dbc8dd	Durum wheat	GRS011-0179	21260190	GRS011-0179-1M-2SEA	2101548	GWP2101548
c9a7eef26192	Durum wheat	GRS011-317	21260439	GRS011-317 1T-3A-0A-1M-1SEA	2101777	GWP2101777
c9b0f283eb0c	Durum wheat	GRS011-0189	21140500	GRS011-0189-2M-2M	2101252	GWP2101252
c9e17d562cc5	Bread wheat	GRS18-7001	21120007	GRS18-7001-3SB-M1-M1	2100186	GWP2100186
c9e848bf649e	Bread wheat	GRS18-7005	21120046	GRS18-7005-7SB-M2-M3	2100254	GWP2100254
ca050215a457	Durum wheat	GRS011-0149	21140146	GRS011-0149 1T-1A-0A-2M-1M	2100748	GWP2100748
ca2eb37a48aa	Bread wheat	GRSW170062	21120104	GRSW170062-M0-M0-M3-M1	2100428	GWP2100428
ca2eeb6ece25	Durum wheat	GRS011-0173	21140181	GRS011-0173 1T-4A-0A-1M-2M	2100773	GWP2100773
ca60e2355cff	Durum wheat	GRS011-0192	21140501	GRS011-0192 1T-2A-0A-1M-1M	2101255	GWP2101255
cabdfb00045a	Durum wheat	GRS011-458	21260563	GRS011-458-2M-2SEA	2101826	GWP2101826
cad6cfc62b8f	Bread wheat	GRSW170056	21120096	GRSW170056-M0-M0-M1-M3	2100387	GWP2100387
cb221076943f	Durum wheat	GRS011-062	21260053	GRS011-062 1T-2A-0A-3M-2SEA	2101509	GWP2101509
cb4173e168ad	Durum wheat	GRS011-0149	21260147	GRS011-0149 1T-1A-0A-3M-1SEA	2101546	GWP2101546
cb474be3cd8e	Durum wheat	GRS011-373	21260467	GRS011-373 1T-1A-0A-2M-4SEA	2101789	GWP2101789
cb4d374dc976	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M4	2100051	GWP2100051
cb5919728612	Durum wheat	MMVT21-19	Repl-77	CDSS07Y00461T-099Y-099M-1Y-3M-04Y-0B-0MCH-0MCH	2101648	GWP2101648
cb661472cdb8	Bread wheat	-	2113036	1504060-M0-1603041-M0-18070107-M0-20130020-M3-M1	2100597	GWP2100597
cbc4b59e7ce6	Durum wheat	GRS011-016	21140010	GRS011-016 1T-3A-0A-1M-2M	2100614	GWP2100614
cbfa7f92c17a	Durum wheat	GRS011-458	21140562	GRS011-458-1M-4M	2101385	GWP2101385
cc0b4f7f5e9b	Durum wheat	GRS011-322	21140552	GRS011-322 1T-4A-0A-1M-4M	2101346	GWP2101346
cc1fb725b5a5	Bread wheat	TCI19-7001	2111003	TCI19-7001-M1-M5	2100018	GWP2100018
cc3750332195	Durum wheat	GRS011-0255	21260343	GRS011-0255-3M-4SEA	2101660	GWP2101660
cc69d30521ec	Durum wheat	GRS011-470	21140446	GRS011-470 1T-4A-0A-1M-4M	2101198	GWP2101198
cc6ddbb066b1	Bread wheat	GRS18-7005	21120047	GRS18-7005-8SB-M1-M7	2100261	GWP2100261
cc8c391b0c42	Bread wheat	GRSW170083	21120134	GRSW170083-M0-M0-M3-M1	2100512	GWP2100512
cc99e58518f7	Durum wheat	GRS011-0200	21260263	GRS011-0200 1T-3A-0A-4M-1SEA	2101591	GWP2101591
cca0747a243f	Durum wheat	GRS011-099	21140102	GRS011-099 1T-2A-0A-4M-2M	2100700	GWP2100700
ccab4a61866a	Bread wheat	-	2113009	1504027-M0-1603016-M0-18070042-M0-20130007-M2-M3	2100547	GWP2100547
ccef4f837021	Durum wheat	GRS011-0200	21140262	GRS011-0200 1T-3A-0A-3M-1M	2100929	GWP2100929
cd2f92c7f3d4	Durum wheat	GRS011-0104	21140104	GRS011-0104 1T-2A-0A-2M-2M	2100703	GWP2100703
cd31a82ad3f2	Durum wheat	GRS011-0189	21140222	GRS011-0189 1T-2A-0A-2M-3M	2100838	GWP2100838
cd50afbe5790	Durum wheat	GRS011-0257	21260356	GRS011-0257 1T-2A-0A-2M-3SEA	2101673	GWP2101673
cd757b5577eb	Bread wheat	GRS18-7005	21120047	GRS18-7005-8SB-M1-M4	2100258	GWP2100258
cd8df092cf85	Durum wheat	GRS011-0276	21260405	GRS011-0276-2M-2SEA	2101745	GWP2101745
cde11cd7cd2a	Triticum turgidum subsp. durum	142006	-	-	2101866	GWP2101866
cde450e26cb6	Bread wheat	GRSW170054	21120092	GRSW170054-M0-M0-M3-M2	2100372	GWP2100372
cdfe6e060252	Durum wheat	GRS011-462	21140573	GRS011-462-1M-3M	2101420	GWP2101420
ce54ca8d8c36	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M10	2100107	GWP2100107
ce7d097375c9	Bread wheat	GRSW170049	21120076	GRSW170049-M0-M0-M2-M1	2100331	GWP2100331
cea4fd105396	Durum wheat	GRS011-439	21140600	GRS011-439 1T-1A-0A-2M-4M	2101446	GWP2101446
cea54fc77f5a	Bread wheat	GRSW170041	21120063	GRSW170041-M0-M0-M1-M1	2100302	GWP2100302
ceb087ca3993	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M13	2100165	GWP2100165
cebd43efc776	Durum wheat	GRS011-458	21140560	GRS011-458 1T-2A-0A-1M-1M	2101374	GWP2101374
cecb27ad9605	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M8	2100160	GWP2100160
ced82bdcda33	Durum wheat	GRS011-034	21140046	GRS011-034 1T-1A-0A-1M-3M	2100649	GWP2100649
cee4860a9bff	Durum wheat	Louiza	-	-	2100752	GWP2100752
cef85571747f	Bread wheat	GRSW170083	21120134	GRSW170083-M0-M0-M3-M5	2100516	GWP2100516
cf0efd35cda9	Bread wheat	GRSW170083	21120132	GRSW170083-M0-M0-M1-M5	2100504	GWP2100504
cf26fe6fb25b	Durum wheat	GRS011-0104	21260103	GRS011-0104 1T-2A-0A-1M-2SEA	2101517	GWP2101517
cf39c150d252	Durum wheat	GRS011-070	21140161	GRS011-070-1M-1M	2100771	GWP2100771
cf3e924be7be	Durum wheat	GRS011-062	21260054	GRS011-062 1T-2A-0A-4M-1SEA	2101511	GWP2101511
cf8391f8d65a	Durum wheat	GRS011-0181	21140198	GRS011-0181-2M-1M	2100800	GWP2100800
cfc327d08308	Durum wheat	GRS011-0195	21140240	GRS011-0195 1T-2A-0A-1M-2M	2100895	GWP2100895
cff44b6ac388	Durum wheat	GRS011-0276	21260408	GRS011-0276 1T-1A-0A-1M-1SEA	2101756	GWP2101756
d00729223d8f	Bread wheat	GRSW170057	21120100	GRSW170057-M0-M0-M2-M2	2100406	GWP2100406
d0157c578085	Durum wheat	GRS011-034	21140047	GRS011-034 1T-1A-0A-2M-5M	2100655	GWP2100655
d04ec3c08fe9	Durum wheat	GRS011-028	21260040	GRS011-028 1T-1A-0A-2M-1SEA	2101507	GWP2101507
d0599c93f71e	Durum wheat	GRS011-0125	21260123	GRS011-0125-1M-1SEA	2101528	GWP2101528
d0626b47b6a9	Durum wheat	GRS011-020	2115001	GRS011-020 1T-1A-0A-1M-1M	2101449	GWP2101449
d07334963d15	Durum wheat	GRSW170019	21120051	GRSW170019-M0-M0-M2-M1	2100271	GWP2100271
d0834911d113	Durum wheat	GRS011-0135	21260134	GRS011-0135-3M-1SEA	2101535	GWP2101535
d0a621865d31	Bread wheat	GRSW170049	Repl-17	GRS18-7001-6SB-M1-AN1	2100353	GWP2100353
d0ccdf0fb705	Bread wheat	GRSW170049	21120076	GRSW170049-M0-M0-M2-M2	2100332	GWP2100332
d0d24c677c96	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M9	2100106	GWP2100106
d0fe1406b7c6	Bread wheat	-	Repl-59	0-1M-AN1	2100454	GWP2100454
d10dc2b2cb8f	Bread wheat	GRSW170040	21120060	GRSW170040-M0-M0-M1-M6	2100296	GWP2100296
d1b745e7f831	Durum wheat	GRS011-0112	21140114	GRS011-0112 1T-3A-0A-1M-4M	2100713	GWP2100713
d1ee1836335e	Durum wheat	GRS011-016	21140011	GRS011-016 1T-3A-0A-2M-5M	2100624	GWP2100624
d1f7e5813441	Bread wheat	GRS18-7005	21120047	GRS18-7005-8SB-M1-M6	2100260	GWP2100260
d1fef4b4c2a1	Durum wheat	GRS011-0250	21140321	GRS011-0250 1T-1A-0A-1M-4M	2100990	GWP2100990
d21b3849ca21	Durum wheat	GRS011-0240	21140307	GRS011-0240 1T-2A-0A-3M-1M	2100981	GWP2100981
d23143e430b5	Durum wheat	GRS011-083	21140084	GRS011-083-3M-1M	2100680	GWP2100680
d259a6889a00	Durum wheat	GRS011-017	21260489	GRS011-017-1M-2SEA	2101791	GWP2101791
d25d49ca8c09	Bread wheat	GRSW170042	21120066	GRSW170042-M0-M0-M1-M2	2100314	GWP2100314
d26849155d5c	Durum wheat	GRS011-458	21140561	GRS011-458 1T-2A-0A-2M-6M	2101381	GWP2101381
d290c6795ec5	Durum wheat	GRS011-472	21140581	GRS011-472 1T-1A-0A-1M-1M	2101432	GWP2101432
d2eaa819fdad	Durum wheat	GRS011-0240	21260307	GRS011-0240 1T-2A-0A-3M-3SEA	2101624	GWP2101624
d2fbb98194eb	Bread wheat	GRS011-0287	21140427	GRS011-0287 1T-1A-0A-1M-1M	2101182	GWP2101182
d3046e56d9f7	Durum wheat	GRS011-462	21140566	GRS011-462-1M-1M	2101399	GWP2101399
d30ffa4210d2	Bread wheat	GRSW170056	21120096	GRSW170056-M0-M0-M1-M1	2100385	GWP2100385
d3128981d7bc	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M3	2100074	GWP2100074
d34e1bbc8b7a	Durum wheat	GRSW170080	21120126	GRSW170080-M0-M0-M1-M1	2100477	GWP2100477
d36a4436d8db	Durum wheat	GRS011-013	21140009	GRS011-013 1T-3A-0A-1M-1M	2100611	GWP2100611
d37aae3142e9	Durum wheat	GRS011-0220	21140289	GRS011-0220 1T-1A-0A-2M-1M	2100959	GWP2100959
d3b67320ff31	Bread wheat	GRS18-7005	21120044	GRS18-7005-4SB-M1-M2	2100244	GWP2100244
d3dac005c5bb	Durum wheat	GRS011-0245	21260315	GRS011-0245-1M-1SEA	2101630	GWP2101630
d3e315b6eb70	Durum wheat	GRS011-0149	21140147	GRS011-0149 1T-1A-0A-3M-4M	2100755	GWP2100755
d410f4cb4c63	Bread wheat	TCI19-7007	2111022	TCI19-7007-M0-M10	2100177	GWP2100177
d41ff846b478	Durum wheat	GRS011-025	21140033	GRS011-025 1T-1A-0A-1M-1M	2100644	GWP2100644
d454ef0bbcc9	Bread wheat	TCI19-7006	2111018	TCI19-7006-M3-M6	2100138	GWP2100138
d4596dd688ac	Durum wheat	GRS011-0253	21260329	GRS011-0253 1T-1A-0A-1M-1SEA	2101644	GWP2101644
d4a4c3f3f7c7	Durum wheat	GRS011-0185	21140212	GRS011-0185 1T-1A-0A-4M-3M	2100824	GWP2100824
d4c256ff5ce2	Durum wheat	GRS011-0218	21260281	GRS011-0218 1T-1A-0A-1M-1SEA	2101608	GWP2101608
d4d1d7cabaeb	Durum wheat	GRS011-0255	21140342	GRS011-0255-2M-3M	2101042	GWP2101042
d4d6f865a8ff	Bread wheat	TCI19-7005	2111015	TCI19-7005-M2-M7	2100123	GWP2100123
d4de33981774	Durum wheat	GRS011-0137	21260137	GRS011-0137 1T-2A-0A-2M-1SEA	2101536	GWP2101536
d4ee86fe53bb	Durum wheat	GRS011-016	21140015	GRS011-016-3M-2M	2100630	GWP2100630
d4f4adf1d4a5	Durum wheat	GRS011-0125	21140128	GRS011-0125-2M-1M	2100723	GWP2100723
d56bdb1d74bd	Bread wheat	-	2113024	1504049-M0-1603088-M0-18070087-M0-20130015-M1-M3	2100572	GWP2100572
d5792f56e448	Durum wheat	GRS011-0257	21260356	GRS011-0257 1T-2A-0A-2M-1SEA	2101671	GWP2101671
d57ebf7c238f	Durum wheat	GRS011-0217	21140521	GRS011-0217 1T-3A-0A-1M-1M	2101284	GWP2101284
d5aaf1ca70fd	Bread wheat	TCI19-7002	2111005	TCI19-7002-M2-M5	2100034	GWP2100034
d5b7fd751386	Bread wheat	GRSW170041	21120063	GRSW170041-M0-M0-M1-M4	2100305	GWP2100305
d5c5c7572c10	Durum wheat	GRS011-083	21140077	GRS011-083 1T-2A-0A-1M-1M	2100678	GWP2100678
d608d75b2abb	Durum wheat	GRS011-0202	21140512	GRS011-0202 1T-3A-0A-1M-5M	2101271	GWP2101271
d611a8623a3c	Durum wheat	GRS011-062	21140052	GRS011-062 1T-2A-0A-2M-2M	2100667	GWP2100667
d61ee84dd7d9	Durum wheat	GRS011-0194	21260239	GRS011-0194 1T-3A-0A-2M-2SEA	2101581	GWP2101581
d62eb8d1170a	Triticum turgidum subsp. durum	141996	-	-	2101862	GWP2101862
d64d7446ddc3	Bread wheat	-	2113008	1504027-M0-1603016-M0-18070042-M0-20130007-M1-M2	2100542	GWP2100542
d65afbe60e52	Bread wheat	TCI19-7006	2111018	TCI19-7006-M3-M7	2100139	GWP2100139
d67592c6834e	Durum wheat	GRS011-078	21140060	GRS011-078 1T-1A-0A-1M-1M	2100670	GWP2100670
d6c5e8c16831	Durum wheat	Louiza	-	-	2100564	GWP2100564
d6e9bdac6342	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M3	2100155	GWP2100155
d6ffb0ec75c3	Durum wheat	-	2115004	0-1M-1M	2101452	GWP2101452
d7023df6a023	Durum wheat	GRS011-0181	21260196	GRS011-0181 1T-2A-0A-1M-1SEA	2101553	GWP2101553
d70342e499f3	Durum wheat	GRS011-0179	21140193	GRS011-0179-4M-3M	2100795	GWP2100795
d705ff656764	Durum wheat	MMVT21-25	Repl-62	ICD08-361-BLMSD-0AP-3AP-0APT-7AP-OAP-0SAN-0MCH-012MCH-0sAN-0MCH-1SAN-0AREC	2100457	GWP2100457
d7550fdeaa5d	Durum wheat	GRS011-0193	21260237	GRS011-0193-3M-1SEA	2101578	GWP2101578
d75c238baba4	Bread wheat	-	2113008	1504027-M0-1603016-M0-18070042-M0-20130007-M1-M3	2100543	GWP2100543
d761f325a8cc	Durum wheat	GRS011-0189	21140223	GRS011-0189 1T-2A-0A-3M-3M	2100844	GWP2100844
d77ca425f25d	Durum wheat	GRS011-0202	21140269	GRS011-0202-1M-1M	2100937	GWP2100937
d78273ce1193	Durum wheat	GRS011-462	21140567	GRS011-462-2M-1M	2101404	GWP2101404
d7d17863b7c3	Bread wheat	GRS011-323	21140441	GRS011-323 1T-1A-0A-1M-1M	2101192	GWP2101192
d7d3266d4bc0	Durum wheat	GRSW170046	21120069	GRSW170046-M0-M0-M1-M1	2100318	GWP2100318
d7ea2e7454a6	Bread wheat	GRS011-0276	21140405	GRS011-0276-2M-1M	2101147	GWP2101147
d881d6d1069b	Durum wheat	GRS011-0112	21140115	GRS011-0112 1T-3A-0A-2M-2M	2100715	GWP2100715
d8907fd4c175	Durum wheat	GRS011-078	21140064	GRS011-078-1M-2M	2100676	GWP2100676
d8e7c4530220	Durum wheat	GRS011-0185	21140217	GRS011-0185 1T-2A-0A-2M-1M	2100826	GWP2100826
d8ecc76433f3	Durum wheat	GRSW170019	21240003	GRSW170019-M0-M0-M3-SEA1	2101871	GWP2101871
d8f67d3480bf	Bread wheat	TCI19-7007	2111022	TCI19-7007-M0-M5	2100172	GWP2100172
