germplasmName	CROP	CROSS/ENTRY	PLT_SOURCE	SELECTION_HISTORY	SN	Sample BC
X00194dbececa	Durum wheat	GRS011-0240	21140306	GRS011-0240 1T-2A-0A-2M-2M	2100980	GWP2100980
X0024b87123a1	Durum wheat	GRS011-0240	21140306	GRS011-0240 1T-2A-0A-2M-1M	2100979	GWP2100979
X008a9d3b37ef	Durum wheat	MMVT21-06	Repl-79	Boniduro	2101875	GWP2101875
X00a9ca1f2f7c	Bread wheat	GRSW170041	21120065	GRSW170041-M0-M0-M3-M1	2100307	GWP2100307
X01072efbdd55	Durum wheat	GRS011-0276	21260404	GRS011-0276-1M-1SEA	2101741	GWP2101741
X010f2f358855	Durum wheat	GRS011-0146	21140144	GRS011-0146 1T-2A-0A-2M-1M	2100742	GWP2100742
X013f192a236c	Durum wheat	GRS011-458	21260563	GRS011-458-2M-1SEA	2101825	GWP2101825
X015e837ea24a	Durum wheat	GRS011-0150	21140150	GRS011-0150 1T-2A-0A-2M-2M	2100759	GWP2100759
X01aa0602623d	Durum wheat	GRS011-0253	21140332	GRS011-0253-3M-1M	2101018	GWP2101018
X01bf0a1184c3	Durum wheat	GRS011-034	21140047	GRS011-034 1T-1A-0A-2M-3M	2100653	GWP2100653
X01e228c75b83	Durum wheat	GRS011-0272	21140545	GRS011-0272 1T-2A-0A-1M-2M	2101324	GWP2101324
X01eb66bdddbc	Durum wheat	GRS011-0240	21140307	GRS011-0240 1T-2A-0A-3M-2M	2100982	GWP2100982
X024a9e98bb20	Durum wheat	GRSW170019	21120052	GRSW170019-M0-M0-M3-M6	2100283	GWP2100283
X02bb00848d7d	Durum wheat	GRS011-0190	21140227	GRS011-0190 1T-3A-0A-4M-2M	2100860	GWP2100860
X02f738a6276a	Bread wheat	GRSW170054	Repl-20	GRS18-7001-9SB-M1-AN1	2100356	GWP2100356
X034f3505f552	Bread wheat	TCI19-7003	2111010	TCI19-7003-M1-M10	2100092	GWP2100092
X0362a8fca615	Durum wheat	GRS011-0258	21140365	GRS011-0258 1T-2A-0A-2M-1M	2101075	GWP2101075
X0396a3f1a71e	Durum wheat	GRS011-0253	21140330	GRS011-0253-1M-3M	2101014	GWP2101014
X03eaf7da3eb3	Durum wheat	GRSW170021	21120053	GRSW170021-M0-M0-M1-M2	2100287	GWP2100287
X044c6bc53cc4	Durum wheat	GRS011-0250	21140321	GRS011-0250 1T-1A-0A-1M-3M	2100989	GWP2100989
X0462428852fc	Bread wheat	TCI19-7006	2111019	TCI19-7006-M1-M6	2100145	GWP2100145
X04f94d5f7feb	Durum wheat	GRS011-0257	21140355	GRS011-0257 1T-2A-0A-1M-1M	2101058	GWP2101058
X050136f929a7	Durum wheat	GRS011-0253	21140330	GRS011-0253-1M-1M	2101012	GWP2101012
X05088993c1cd	Bread wheat	GRSW170056	21120097	GRSW170056-M0-M0-M2-M1	2100391	GWP2100391
X05240c34f71d	Bread wheat	-	2113031	1504023-M0-1603069-M3-18070104-M0-20130018-M1-M3	2100583	GWP2100583
X0525c7577185	Bread wheat	TCI19-7002	2111006	TCI19-7002-M3-M4	2100040	GWP2100040
X055dc56c6483	Durum wheat	GRS011-0216	21140519	GRS011-0216-1M-1M	2101280	GWP2101280
X0569aa5e1f32	Durum wheat	GRSW170019	21120051	GRSW170019-M0-M0-M2-M5	2100275	GWP2100275
X057184f4183a	Bread wheat	GRS18-7001	21120015	GRS18-7001-5SB-M3-M2	2100203	GWP2100203
X057b969771e2	Durum wheat	GRS011-0256	21140350	GRS011-0256-1M-1M	2101050	GWP2101050
X058212aef363	Durum wheat	GRS011-0209	21260274	GRS011-0209 1T-2A-0A-3M-2SEA	2101605	GWP2101605
X0584ac6b0fe5	Durum wheat	GRS011-0272	21140546	GRS011-0272 1T-1A-0A-1M-2M	2101326	GWP2101326
X05929a350b4b	Durum wheat	GRS011-0174	21140187	GRS011-0174 1T-1A-0A-1M-2M	2100780	GWP2100780
X05985f7210a2	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M11	2100069	GWP2100069
X059985abe976	Bread wheat	GRSW170083	21120133	GRSW170083-M0-M0-M2-M6	2100511	GWP2100511
X05b83418cac0	Bread wheat	GRS18-7001	21120028	GRS18-7001-10SB-M1-M1	2100222	GWP2100222
X05d84a1620e1	Durum wheat	GRS011-0262	21140373	GRS011-0262 1T-1A-0A-1M-1M	2101089	GWP2101089
X05e64c40c6d9	Durum wheat	GRS011-0263	21140542	GRS011-0263 1T-2A-0A-2M-1M	2101312	GWP2101312
X06166cb0840b	Bread wheat	-	2113004	1504066-M0-1603047-M0-18070022-M0-20130002-M1-M1	2100536	GWP2100536
X06290c9f872d	Bread wheat	GRS011-0276	21140409	GRS011-0276 1T-1A-0A-2M-1M	2101153	GWP2101153
X062a02423ee8	Bread wheat	GRS011-0276	21140401	GRS011-0276 1T-3A-0A-2M-4M	2101142	GWP2101142
X066670b81616	Durum wheat	GRS011-085	21140492	GRS011-085-1M-1M	2101236	GWP2101236
X068af6492575	Bread wheat	GRS011-0277	21140416	GRS011-0277 1T-1A-0A-2M-4M	2101174	GWP2101174
X06b89c1ef4f5	Durum wheat	GRS011-0271	21140392	GRS011-0271-1M-2M	2101120	GWP2101120
X06f2f1f4faf1	Durum wheat	GRS011-0256	21140351	GRS011-0256-2M-3M	2101055	GWP2101055
X06fe5ab5fc26	Bread wheat	-	2113017	1504059-M0-1603094-M0-18070073-M0-20130012-M1-M4	2100555	GWP2100555
X07430e963512	Durum wheat	GRS011-0217	21140521	GRS011-0217 1T-3A-0A-1M-2M	2101285	GWP2101285
X07c289dde348	Bread wheat	GRSW170057	21120101	GRSW170057-M0-M0-M3-M6	2100414	GWP2100414
X07ce5d45e74c	Durum wheat	GRS011-462	21140564	GRS011-462 1T-1A-0A-1M-3M	2101393	GWP2101393
X07d9e43cf6ae	Durum wheat	GRS011-321	21140550	GRS011-321 1T-3A-0A-1M-4M	2101339	GWP2101339
X085ea3442954	Durum wheat	GRSW170019	21120052	GRSW170019-M0-M0-M3-M1	2100276	GWP2100276
X08af6e94bbda	Durum wheat	GRS011-462	21140564	GRS011-462 1T-1A-0A-1M-2M	2101392	GWP2101392
X08d48807ac26	Durum wheat	GRS011-462	21140568	GRS011-462-1M-1M	2101406	GWP2101406
X08dc14cbf2f2	Bread wheat	GRSW170050	21120078	GRSW170050-M0-M0-M2-M2	2100334	GWP2100334
X08ed7949006b	Durum wheat	GRS011-0194	21140238	GRS011-0194 1T-3A-0A-1M-3M	2100889	GWP2100889
X08f03d2927ea	Durum wheat	GRS011-078	21260065	GRS011-078-2M-1SEA	2101514	GWP2101514
X08fe52bca9cc	Durum wheat	GRS011-0191	21140230	GRS011-0191 1T-2A-0A-3M-5M	2100869	GWP2100869
X092ba7e8cb8e	Durum wheat	GRS011-024	21140030	GRS011-024-1M-2M	2100643	GWP2100643
X09496c53815e	Durum wheat	GRS011-0104	21260104	GRS011-0104 1T-2A-0A-2M-3SEA	2101521	GWP2101521
X09583d774da6	Durum wheat	GRS011-022	21140022	GRS011-022-2M-2M	2100639	GWP2100639
X095af5c4288a	Durum wheat	GRS011-0253	21260325	GRS011-0253 1T-1A-0A-2M-1SEA	2101634	GWP2101634
X095b05f58dac	Durum wheat	GRS011-458	21140562	GRS011-458-1M-2M	2101383	GWP2101383
X097f95e43c71	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M6	2100053	GWP2100053
X09838bd4c9c2	Bread wheat	GRS18-7001	21120024	GRS18-7001-8SB-M3-M2	2100215	GWP2100215
X09a15a287680	Durum wheat	GRS011-0234	21140298	GRS011-0234 1T-2A-0A-2M-1M	2100968	GWP2100968
X09b5b9d7a016	Durum wheat	GRS011-0258	21260368	GRS011-0258 1T-1A-0A-2M-5SEA	2101694	GWP2101694
X09c9d44c1c0f	Durum wheat	GRSW170019	21120050	GRSW170019-M0-M0-M1-M4	2100266	GWP2100266
X09ec687bb4a8	Durum wheat	GRS011-0276	21260405	GRS011-0276-2M-4SEA	2101747	GWP2101747
X0a205d7b9c7b	Durum wheat	GRS011-0250	21140321	GRS011-0250 1T-1A-0A-1M-2M	2100988	GWP2100988
X0a21905cf9b9	Durum wheat	GRS011-0189	21140223	GRS011-0189 1T-2A-0A-3M-4M	2100939	GWP2100939
X0a3886858061	Durum wheat	GRS011-0253	21260328	GRS011-0253-2M-2SEA	2101641	GWP2101641
X0a402275e4de	Bread wheat	-	2113036	1504060-M0-1603041-M0-18070107-M0-20130020-M3-M3	2100599	GWP2100599
X0a815de4fc8d	Durum wheat	GRS011-032	21140159	GRS011-032 1T-2A-0A-1M-1M	2100770	GWP2100770
X0aace151bfe4	Durum wheat	GRS011-462	21140569	GRS011-462-2M-1M	2101411	GWP2101411
X0af20303b79d	Bread wheat	GRS011-0296	21140433	GRS011-0296 1T-3A-0A-1M-1M	2101185	GWP2101185
X0af66783b1f2	Bread wheat	GRSW170050	21120079	GRSW170050-M0-M0-M3-M2	2100336	GWP2100336
X0b01e2e828bc	Durum wheat	GRS011-470	21260447	GRS011-470 1T-4A-0A-2M-1SEA	2101780	GWP2101780
X0b4b5ed8821f	Durum wheat	GRS011-0189	21140500	GRS011-0189-2M-3M	2101253	GWP2101253
X0b4fb1eb07da	Durum wheat	GRS011-0195	21140241	GRS011-0195 1T-2A-0A-2M-2M	2100898	GWP2100898
X0b5b768763bf	Durum wheat	GRS011-438	21140597	GRS011-438 1T-1A-0A-2M-2M	2101442	GWP2101442
X0b63b657d006	Bread wheat	GRS18-7001	21120007	GRS18-7001-3SB-M1-M2	2100189	GWP2100189
X0b6ef330c97e	Durum wheat	GRS011-0185	21140212	GRS011-0185 1T-1A-0A-4M-2M	2100823	GWP2100823
X0b7f9fd0e93c	Bread wheat	GRSW170062	21120103	GRSW170062-M0-M0-M2-M3	2100425	GWP2100425
X0b8ff71fd883	Durum wheat	GRS011-0129	21140129	GRS011-0129-1M-1M	2100724	GWP2100724
X0bc7611845b8	Bread wheat	-	2113029	1504023-M0-1603069-M1-18070103-M0-20130017-M2-M2	2100577	GWP2100577
X0c5e4ba0495a	Bread wheat	TCI19-7001	2111002	TCI19-7001-M2-M11	2100011	GWP2100011
X0c5efaff10ef	Durum wheat	139558	-	-	2101474	GWP2101474
X0c60bdcbcb1b	Bread wheat	TCI19-7001	2111003	TCI19-7001-M1-M6	2100019	GWP2100019
X0ca758393ce5	Durum wheat	GRS011-0272	21140543	GRS011-0272 1T-1A-0A-1M-3M	2101319	GWP2101319
X0cda4676fcba	Durum wheat	GRS011-465	21260559	GRS011-465 1T-1A-0A-2M-4SEA	2101817	GWP2101817
X0cf247d24d54	Durum wheat	GRS011-0224	2115006	GRS011-0224 1T-2A-0A-1M-1M	2101454	GWP2101454
X0d029102d22d	Bread wheat	GRS18-7001	21120001	GRS18-7001-1SB-M1-M1	2100182	GWP2100182
X0d3b7e340389	Durum wheat	GRS011-0276	21260403	GRS011-0276 1T-1A-0A-2M-2SEA	2101738	GWP2101738
X0d56402e7827	Bread wheat	TCI19-7001	2111002	TCI19-7001-M2-M12	2100012	GWP2100012
X0d94666b1ab3	Durum wheat	GRS011-0276	21260407	GRS011-0276 1T-5A-0A-2M-4SEA	2101754	GWP2101754
X0db8e79ce758	Durum wheat	GRS011-331	21140457	GRS011-331 1T-2A-0A-1M-1M	2101207	GWP2101207
X0dbf924feeeb	Durum wheat	GRS011-462	21140564	GRS011-462 1T-1A-0A-1M-1M	2101391	GWP2101391
X0de96e3d1878	Durum wheat	GRS011-462	21140571	GRS011-462-2M-3M	2101417	GWP2101417
X0e1f76514ee3	Bread wheat	GRSW170047	Repl-15	GRS18-7001-4SB-M2-AN1	2100351	GWP2100351
X0e3f84ce47de	Bread wheat	-	Repl-52	1504060-M0-1603041-M0-18070107-M0-20130020-M2-AN1	2100447	GWP2100447
X0e7641dc1755	Bread wheat	GRS18-7001	21120015	GRS18-7001-5SB-M3-M1	2100202	GWP2100202
X0ee0ca714dfa	Durum wheat	GRS011-373	21140466	GRS011-373 1T-1A-0A-1M-2M	2101218	GWP2101218
X0ef0d33ff02a	Bread wheat	TCI19-7006	2111018	TCI19-7006-M3-M2	2100134	GWP2100134
X0f2967e4303a	Bread wheat	TCI19-7006	2111019	TCI19-7006-M1-M4	2100143	GWP2100143
X0f5c7e94d213	Bread wheat	GRS18-7001	21120030	GRS18-7001-10SB-M3-M2	2100229	GWP2100229
X0f8fb3f34ff0	Durum wheat	GRS011-0272	21140397	GRS011-0272 1T-2A-0A-2M-2M	2101131	GWP2101131
X0f96424105f8	Durum wheat	GRS011-0173	21140181	GRS011-0173 1T-4A-0A-1M-1M	2100772	GWP2100772
X0fc17f1417b4	Bread wheat	-	2113021	1504048-M0-1603086-M2-18070081-M0-20130013-M2-M2	2100562	GWP2100562
X0fc5a216a094	Durum wheat	GRS011-0191	21140231	GRS011-0191-1M-3M	2100873	GWP2100873
X0fd16b6e4d08	Bread wheat	GRS18-7001	Repl-3	GRS18-7001-3SB-M3-AN1	2100339	GWP2100339
X0fe77d83fd9b	Bread wheat	GRS18-7002	21120037	GRS18-7002-4SB-M2-M1	2100237	GWP2100237
X1049d1721c8c	Durum wheat	GRS011-0253	21140327	GRS011-0253-1M-2M	2101002	GWP2101002
X1053f1aff451	Bread wheat	-	2113004	1504066-M0-1603047-M0-18070022-M0-20130002-M1-M2	2100537	GWP2100537
X105b5a73f100	Bread wheat	TCI19-7002	2111004	TCI19-7002-M1-M4	2100023	GWP2100023
X107a501bfeaa	Bread wheat	GRSW170083	21120132	GRSW170083-M0-M0-M1-M2	2100501	GWP2100501
X10879ce963de	Durum wheat	GRS011-0262	21260378	GRS011-0262-1M-1SEA	2101704	GWP2101704
X10c2e92cb234	Durum wheat	GRS011-0146	21140143	GRS011-0146 1T-2A-0A-1M-5M	2100741	GWP2100741
X11695133ddf7	Durum wheat	GRS011-348	21140463	GRS011-348-2M-1M	2101212	GWP2101212
X119d1def5aee	Bread wheat	GRSW170057	21120099	GRSW170057-M0-M0-M1-M1	2100397	GWP2100397
X119fc9e721b5	Bread wheat	GRS011-0276	21140409	GRS011-0276 1T-1A-0A-2M-3M	2101155	GWP2101155
X11ec2cd34cbe	Bread wheat	GRS18-7005	21120045	GRS18-7005-7SB-M1-M2	2100250	GWP2100250
X11f221d2e2a6	Bread wheat	TCI19-7006	2111018	TCI19-7006-M3-M5	2100137	GWP2100137
X120ba22179ed	Bread wheat	GRSW170057	21120099	GRSW170057-M0-M0-M1-M2	2100398	GWP2100398
X12699304d304	Durum wheat	GRS011-0265	21260386	GRS011-0265 1T-1A-0A-1M-1SEA	2101713	GWP2101713
X1298a2f5ba86	Bread wheat	TCI19-7005	2111015	TCI19-7005-M2-M3	2100119	GWP2100119
X12a5eec41c48	Bread wheat	-	2113037	1504030-M0-1603073-M0-18070109-M0-20130021-M1-M1	2100601	GWP2100601
X12ad23542726	Durum wheat	GRS011-458	21140561	GRS011-458 1T-2A-0A-2M-4M	2101379	GWP2101379
X12b8a8ed7e1e	Bread wheat	-	2113016	1504050-M0-1603089-M2-18070072-M0-20130011-M2-M1	2100551	GWP2100551
X12eaffc02b29	Durum wheat	GRS011-0256	21140345	GRS011-0256 1T-4A-0A-2M-1M	2101044	GWP2101044
X12f722dd05ce	Bread wheat	GRS18-7001	21120028	GRS18-7001-10SB-M1-M2	2100223	GWP2100223
X12f8035a896a	Bread wheat	TCI19-7006	2111021	TCI19-7006-M2-M10	2100162	GWP2100162
X13218eb7bde1	Durum wheat	GRS011-0272	21140543	GRS011-0272 1T-1A-0A-1M-1M	2101409	GWP2101409
X13b9e2800366	Durum wheat	GRS011-472	21140579	GRS011-472 1T-1A-0A-1M-1M	2101428	GWP2101428
X13e35c8f9d49	Durum wheat	GRS011-0170	21260169	GRS011-0170 1T-1A-0A-1M-1SEA	2101542	GWP2101542
X141a212105fd	Durum wheat	GRS011-0196	21260243	GRS011-0196 1T-2A-0A-1M-1SEA	2101583	GWP2101583
X1447d5ed73c5	Bread wheat	GRSW170056	Repl-22	GRS18-7002-1SB-M1-AN1	2100358	GWP2100358
X144ba631954b	Durum wheat	GRS011-0265	21260387	GRS011-0265 1T-1A-0A-2M-2SEA	2101715	GWP2101715
X14881b28f841	Bread wheat	TCI19-7002	2111007	TCI19-7002-M1-M9	2100056	GWP2100056
X149ab78bb134	Bread wheat	GRSW170035	21120058	GRSW170035-M0-M0-M3-M1	2100289	GWP2100289
X14ab375111f3	Durum wheat	GRS011-0181	21260197	GRS011-0181-1M-1SEA	2101557	GWP2101557
X15089fb9ab07	Durum wheat	GRS011-458	21260560	GRS011-458 1T-2A-0A-1M-3SEA	2101820	GWP2101820
X15103c8055c3	Bread wheat	GRSW170040	21120060	GRSW170040-M0-M0-M1-M4	2100294	GWP2100294
X151571c73535	Durum wheat	GRS011-0252	21140526	GRS011-0252 1T-1A-0A-1M-2M	2101295	GWP2101295
X154477a67846	Durum wheat	GRS011-314	21140438	GRS011-314 1T-3A-0A-2M-1M	2101189	GWP2101189
X154b77ac03fb	Durum wheat	GRS011-0181	21260201	GRS011-0181-1M-1SEA	2101560	GWP2101560
X154d4b705b1b	Durum wheat	GRS011-089	21140093	GRS011-089-3M-1M	2100688	GWP2100688
X15556193e9db	Durum wheat	GRS011-0253	21140329	GRS011-0253 1T-1A-0A-1M-3M	2101011	GWP2101011
X1568b2058c7d	Bread wheat	GRS011-0301	21140434	GRS011-0301 1T-1A-0A-1M-2M	2101187	GWP2101187
X15772189c7a3	Durum wheat	GRS011-0220	21260286	GRS011-0220 1T-3A-0A-1M-1SEA	2101610	GWP2101610
X159915e6559c	Bread wheat	GRS011-0284	21140419	GRS011-0284 1T-2A-0A-1M-1M	2101177	GWP2101177
X15f84a23c6fb	Durum wheat	GRS011-462	21140569	GRS011-462-2M-1M	2101503	GWP2101503
X1638681ed544	Durum wheat	GRS011-0197	21260250	GRS011-0197-1M-1SEA	2101587	GWP2101587
X16508a469b8c	Bread wheat	TCI19-7004	2111013	TCI19-7004-M0-M3	2100115	GWP2100115
X16509c040dbc	Bread wheat	TCI19-7006	2111020	TCI19-7006-M1-M2	2100147	GWP2100147
X16c7fff30650	Durum wheat	GRS011-373	21140467	GRS011-373 1T-1A-0A-2M-1M	2101219	GWP2101219
X17245df4d2f1	Durum wheat	GRS011-462	21140565	GRS011-462 1T-1A-0A-2M-3M	2101397	GWP2101397
X1768a3033c2a	Durum wheat	GRS011-0240	21140305	GRS011-0240 1T-2A-0A-1M-1M	2100975	GWP2100975
X1775787cbeb3	Durum wheat	GRS011-022	21260019	GRS011-022 1T-1A-0A-1M-1SEA	2101502	GWP2101502
X1833a45d9ca3	Durum wheat	GRS011-0272	21140396	GRS011-0272 1T-2A-0A-1M-1M	2101126	GWP2101126
X184bf6c6373e	Durum wheat	GRSW170080	Repl-30	GRSW170080-M0-M0-M3-AN1	2100366	GWP2100366
X185fc8ab91fe	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M12	2100109	GWP2100109
X1863e7065343	Durum wheat	GRS011-0256	21260348	GRS011-0256 1T-1A-0A-2M-1SEA	2101662	GWP2101662
X18a282623c2e	Durum wheat	GRS011-0196	21140243	GRS011-0196 1T-2A-0A-1M-1M	2100905	GWP2100905
X18cdf018933d	Durum wheat	GRS011-0277	21260416	GRS011-0277 1T-1A-0A-2M-1SEA	2101769	GWP2101769
X1901715b5954	Bread wheat	TCI19-7002	2111008	TCI19-7002-M1-M9	2100067	GWP2100067
X190f15e689da	Durum wheat	GRS011-441	21140602	GRS011-441-1M-1M	2101447	GWP2101447
X1980c0b8e7ce	Durum wheat	GRS011-0197	21140249	GRS011-0197-4M-1M	2100913	GWP2100913
X199ebc7fb072	Durum wheat	GRS011-0250	21140524	GRS011-0250-1M-2M	2101289	GWP2101289
X19b760f246dd	Durum wheat	GRS011-487	21140450	GRS011-487-2M-4M	2101205	GWP2101205
X19f8af56923d	Bread wheat	GRSW170057	21120099	GRSW170057-M0-M0-M1-M6	2100402	GWP2100402
X1a19b08e0ce0	Durum wheat	GRS011-0195	21140240	GRS011-0195 1T-2A-0A-1M-3M	2100896	GWP2100896
X1a1ea7ebda27	Durum wheat	GRS011-458	21140562	GRS011-458-1M-5M	2101386	GWP2101386
X1a2c2444b021	Bread wheat	TCI19-7006	2111018	TCI19-7006-M3-M4	2100136	GWP2100136
X1a86174e3d10	Bread wheat	TCI19-7002	2111006	TCI19-7002-M3-M9	2100045	GWP2100045
X1aa1daf23399	Bread wheat	GRS011-0286	21140421	GRS011-0286 1T-1A-0A-1M-1M	2101180	GWP2101180
X1aab33de716a	Durum wheat	GRS011-0272	21140544	GRS011-0272 1T-1A-0A-2M-2M	2101321	GWP2101321
X1add9fee6ffd	Bread wheat	GRS18-7001	21120029	GRS18-7001-10SB-M2-M4	2100227	GWP2100227
X1ae5004dc038	Durum wheat	GRS011-0194	21140239	GRS011-0194 1T-3A-0A-2M-3M	2100893	GWP2100893
X1b344dc12e46	Durum wheat	GRS011-0276	21260409	GRS011-0276 1T-1A-0A-2M-1SEA	2101761	GWP2101761
X1b3cb1448b13	Durum wheat	GRSW170076	21120120	GRSW170076-M0-M0-M1-M3	2100464	GWP2100464
X1b437ef11e5b	Durum wheat	GRS011-0191	21260229	GRS011-0191 1T-2A-0A-2M-1SEA	2101573	GWP2101573
X1b57970677d2	Durum wheat	GRS011-0125	21140127	GRS011-0125-1M-3M	2100722	GWP2100722
X1b6c2ff78312	Bread wheat	GRSW170040	21120062	GRSW170040-M0-M0-M3-M3	2100299	GWP2100299
X1ba1fa812e47	Durum wheat	GRS011-017	21260017	GRS011-017 1T-1A-0A-2M-1SEA	2101501	GWP2101501
X1bdb374c2059	Bread wheat	GRSW170056	Repl-23	GRS18-7002-1SB-M2-AN1	2100359	GWP2100359
X1bf38b37c8f4	Durum wheat	MMVT21-16	Repl-74	CDSS11Y00652T-099Y-017M-20Y-0M-06Y-0B	2100497	GWP2100497
X1c0c996ab4f9	Durum wheat	GRS011-0240	21260308	GRS011-0240-1M-1SEA	2101625	GWP2101625
X1c27e80291df	Bread wheat	TCI19-7001	2111002	TCI19-7001-M2-M1	2100093	GWP2100093
X1c3d094ac89e	Durum wheat	GRS011-016	21260010	GRS011-016 1T-3A-0A-1M-1SEA	2101497	GWP2101497
X1c632e2bce2d	Durum wheat	GRS011-0256	21260352	GRS011-0256-3M-4SEA	2101668	GWP2101668
X1c647c9b73fd	Durum wheat	GRS011-0106	21140110	GRS011-0106 1T-5A-0A-3M-2M	2100708	GWP2100708
X1d0b4f98b9f5	Durum wheat	GRS011-373	21260467	GRS011-373 1T-1A-0A-2M-2SEA	2101879	GWP2101879
X1d0eb973eae8	Durum wheat	GRS011-017	21140018	GRS011-017 1T-1A-0A-3M-1M	2100636	GWP2100636
X1d21adf3caba	Durum wheat	GRS011-0253	21140329	GRS011-0253 1T-1A-0A-1M-2M	2101010	GWP2101010
X1d58e14071fd	Durum wheat	GRS011-0262	21140376	GRS011-0262-1M-1M	2101097	GWP2101097
X1de2b3895910	Bread wheat	TCI19-7001	2111002	TCI19-7001-M2-M4	2100004	GWP2100004
X1df59b6c8ce0	Bread wheat	TCI19-7003	2111011	TCI19-7003-M1-M8	2100105	GWP2100105
X1e1529ef5bda	Durum wheat	GRS011-0277	2115016	GRS011-0277 1T-3A-0A-2M-1M	2101468	GWP2101468
X1e41d4f83eff	Durum wheat	GRS011-0179	21140193	GRS011-0179-4M-4M	2100796	GWP2100796
X1e48934e86f5	Bread wheat	TCI19-7003	2111012	TCI19-7003-M2-M2	2100111	GWP2100111
X1e54e3b19d8e	Durum wheat	GRS011-0185	21140211	GRS011-0185 1T-1A-0A-3M-5M	2100821	GWP2100821
X1e91a4c3062b	Bread wheat	GRSW170054	21120091	GRSW170054-M0-M0-M2-M2	2100370	GWP2100370
X1ea254057d09	Durum wheat	GRS011-023	21140025	GRS011-023 1T-4A-0A-2M-1M	2100640	GWP2100640
X1ebae1773ced	Durum wheat	GRS011-0195	21140240	GRS011-0195 1T-2A-0A-1M-1M	2100894	GWP2100894
X1ec92885db59	Durum wheat	GRS011-0189	21140223	GRS011-0189 1T-2A-0A-3M-4M	2100847	GWP2100847
X1f09b36c9149	Durum wheat	GRS011-0276	21260406	GRS011-0276 1T-5A-0A-1M-2SEA	2101749	GWP2101749
X1f260381ccd1	Durum wheat	GRS011-0253	21140335	GRS011-0253-1M-1M	2101026	GWP2101026
X1f3b87444fa3	Durum wheat	GRS011-0237	21140301	GRS011-0237 1T-3A-0A-1M-1M	2100970	GWP2100970
X1f7e48df8ac6	Bread wheat	TCI19-7004	2111013	TCI19-7004-M0-M2	2100114	GWP2100114
X1f9d59ccff8a	Durum wheat	GRS011-0184	21260194	GRS011-0184 1T-3A-0A-1M-1SEA	2101552	GWP2101552
X1fa5dc1405e2	Durum wheat	GRS011-0276	21260400	GRS011-0276 1T-3A-0A-1M-5SEA	2101726	GWP2101726
X1fcc708571cb	Durum wheat	GRS011-0207	21140518	GRS011-0207 1T-4A-0A-2M-2M	2101279	GWP2101279
X1fe5e02671f4	Bread wheat	GRS011-0277	21140416	GRS011-0277 1T-1A-0A-2M-5M	2101175	GWP2101175
X1fec15f554ee	Durum wheat	GRS011-0257	21140357	GRS011-0257-1M-1M	2101061	GWP2101061
X1ff2dbf0c7dc	Durum wheat	GRS011-0185	21140218	GRS011-0185 1T-2A-0A-3M-1M	2100828	GWP2100828
X204789e4f790	Durum wheat	GRS011-0197	21140255	GRS011-0197-3M-4M	2100925	GWP2100925
X211aa9e14db6	Durum wheat	GRSW170019	21120050	GRSW170019-M0-M0-M1-M2	2100264	GWP2100264
X2149318dfefa	Durum wheat	GRS011-0253	21260337	GRS011-0253-3M-1SEA	2101656	GWP2101656
X2178977b4a5a	Durum wheat	GRS011-0276	21260400	GRS011-0276 1T-3A-0A-1M-1SEA	2101722	GWP2101722
X217e3fe68830	Durum wheat	GRS011-438	21140597	GRS011-438 1T-1A-0A-2M-1M	2101441	GWP2101441
X219057cbff39	Durum wheat	GRS011-0276	21260403	GRS011-0276 1T-1A-0A-2M-1SEA	2101737	GWP2101737
X21b950bce22b	Bread wheat	GRS18-7001	21120029	GRS18-7001-10SB-M2-M2	2100225	GWP2100225
X21c6184af9d7	Durum wheat	GRS011-0229	2115011	GRS011-0229 1T-3A-0A-1M-1M	2101462	GWP2101462
X21d717a0b3c9	Durum wheat	GRS011-0272	21140396	GRS011-0272 1T-2A-0A-1M-2M	2101221	GWP2101221
X21f8240d6f39	Durum wheat	GRS011-0135	21140131	GRS011-0135 1T-1A-0A-1M-1M	2100726	GWP2100726
X22537618c608	Bread wheat	GRSW170083	21120132	GRSW170083-M0-M0-M1-M3	2100502	GWP2100502
X2259726879f1	Durum wheat	GRS011-0265	21140387	GRS011-0265 1T-1A-0A-2M-1M	2101115	GWP2101115
X225b04186479	Durum wheat	GRS011-0150	21140152	GRS011-0150 1T-1A-0A-1M-1M	2100764	GWP2100764
X22600ca48c70	Durum wheat	GRS011-0191	21140231	GRS011-0191-1M-2M	2100872	GWP2100872
X2265e482afc3	Bread wheat	TCI19-7003	2111009	TCI19-7003-M1-M9	2100080	GWP2100080
X2322cc80d293	Durum wheat	GRS011-099	21140099	GRS011-099 1T-2A-0A-1M-1M	2100693	GWP2100693
X235169eab58e	Durum wheat	GRS011-0191	21140230	GRS011-0191 1T-2A-0A-3M-6M	2100870	GWP2100870
X235b83f14188	Durum wheat	GRS011-0184	21140206	GRS011-0184 1T-1A-0A-3M-1M	2100811	GWP2100811
X236095cfa196	Durum wheat	GRS11-498	21140156	GRS011-498 1T-1A-0A-1M-1M	2100765	GWP2100765
X23aa56908f91	Bread wheat	-	2113031	1504023-M0-1603069-M3-18070104-M0-20130018-M1-M6	2100586	GWP2100586
